fraude,tempo,tipo,valor,saldo_inicial_c1,novo_saldo_c1,saldo_inicial_c2,novo_saldo_c2
0,9,CASH_IN,76130.69,1816873.55,1893004.24,341679.09,48990.83
0,10,CASH_OUT,181851.5,106729.0,0.0,467762.48,516522.4
0,9,CASH_IN,137551.11,4346215.08,4483766.18,449647.92,631352.58
0,9,PAYMENT,8562.17,50272.0,41709.83,0.0,0.0
0,10,PAYMENT,8048.9,10343.0,2294.1,0.0,0.0
0,8,CASH_IN,39490.45,4032321.79,4071812.24,2036309.01,2008096.7
0,10,PAYMENT,9419.56,27357.0,17937.44,0.0,0.0
0,8,PAYMENT,3502.35,9550.0,6047.65,0.0,0.0
0,10,TRANSFER,1247588.88,0.0,0.0,1514445.11,2762033.99
0,8,PAYMENT,16070.59,7926.26,0.0,0.0,0.0
0,9,CASH_IN,33217.29,573583.0,606800.29,126601.0,1000929.62
0,8,CASH_OUT,155103.13,0.0,0.0,259922.78,415025.91
0,7,PAYMENT,3805.47,0.0,0.0,0.0,0.0
0,10,PAYMENT,7824.03,1594337.09,1586513.06,0.0,0.0
0,8,CASH_IN,116393.54,1148.0,117541.54,0.0,0.0
0,9,CASH_OUT,305074.89,0.0,0.0,1092692.37,234727.81
0,10,PAYMENT,41041.42,13437.37,0.0,0.0,0.0
0,8,PAYMENT,5166.29,0.0,0.0,0.0,0.0
0,10,PAYMENT,31454.83,10809.0,0.0,0.0,0.0
0,9,CASH_IN,56551.99,20464.0,77015.99,268809.11,74040.17
0,8,CASH_OUT,294099.35,564.0,0.0,11666.0,28783585.38
0,10,PAYMENT,2453.79,30764.0,28310.21,0.0,0.0
0,6,CASH_IN,134126.72,7129421.37,7263548.09,15517661.96,15651209.26
0,9,CASH_OUT,6500.02,0.0,0.0,376129.9,542587.38
0,6,PAYMENT,19481.86,8994.0,0.0,0.0,0.0
0,10,CASH_OUT,593976.33,0.0,0.0,2834523.21,3165481.91
0,9,CASH_OUT,481180.87,21884.81,0.0,1043575.17,690930.9
0,9,TRANSFER,977422.8,0.0,0.0,2205680.49,3327121.56
0,10,CASH_OUT,45495.74,237.0,0.0,1161808.47,0.0
0,10,CASH_OUT,128883.65,0.0,0.0,1204952.54,1333836.19
0,9,CASH_OUT,94306.53,0.0,0.0,187432.95,281739.48
0,3,PAYMENT,9437.39,19908.0,10470.61,0.0,0.0
0,9,CASH_OUT,271612.62,34226.0,0.0,561797.9,833410.52
0,9,CASH_OUT,160425.59,0.0,0.0,265822.0,823269.98
0,9,PAYMENT,2857.01,0.0,0.0,0.0,0.0
0,9,CASH_OUT,270748.79,0.0,0.0,859243.98,0.0
0,10,CASH_IN,661062.06,16834068.94,17495131.01,843656.18,182594.12
0,9,CASH_IN,34567.3,1182861.87,1217429.17,54573.42,20006.12
0,8,PAYMENT,7081.54,0.0,0.0,0.0,0.0
0,7,TRANSFER,359461.46,21085.0,0.0,90888.0,1039842.77
0,8,PAYMENT,5665.16,0.0,0.0,0.0,0.0
0,10,CASH_OUT,202944.88,576968.78,374023.9,687778.64,1392081.38
0,8,PAYMENT,6377.36,0.0,0.0,0.0,0.0
0,7,PAYMENT,2318.74,0.0,0.0,0.0,0.0
0,10,CASH_IN,412505.21,7830991.34,8243496.55,1642371.09,4742942.01
0,9,PAYMENT,2664.24,183975.35,181311.11,0.0,0.0
0,8,CASH_IN,35572.49,7580844.96,7616417.44,378091.03,4395556.09
0,10,CASH_OUT,13864.4,0.0,0.0,644318.32,658182.71
0,10,CASH_OUT,133012.38,0.0,0.0,141929.64,274942.02
0,10,CASH_OUT,279446.99,53.0,0.0,0.0,279446.99
0,9,PAYMENT,29307.21,30011.0,703.79,0.0,0.0
0,2,PAYMENT,9633.82,6847.0,0.0,0.0,0.0
0,9,CASH_OUT,93946.53,99020.0,5073.47,0.0,17669.54
0,9,TRANSFER,263431.32,0.0,0.0,607671.81,1230740.5
0,9,CASH_OUT,161076.38,9168.0,0.0,5078.0,951160.97
0,8,TRANSFER,393624.48,17083.0,0.0,0.0,262125.48
0,9,PAYMENT,2871.1,259438.36,256567.26,0.0,0.0
0,9,PAYMENT,5170.46,11386.0,6215.54,0.0,0.0
0,10,PAYMENT,9044.9,0.0,0.0,0.0,0.0
0,1,PAYMENT,11889.61,0.0,0.0,0.0,0.0
0,8,CASH_IN,63211.98,188928.4,252140.37,478728.27,415516.29
0,9,CASH_OUT,371293.09,0.0,0.0,532948.5,1290662.86
0,9,CASH_OUT,61508.0,0.0,0.0,266117.09,728310.43
0,8,CASH_OUT,52320.81,189.0,0.0,0.0,52320.81
0,10,PAYMENT,16451.52,0.0,0.0,0.0,0.0
0,10,CASH_OUT,80816.62,0.0,0.0,683321.96,1413709.51
0,9,PAYMENT,45162.87,30049.0,0.0,0.0,0.0
0,10,CASH_OUT,94414.38,0.0,0.0,450028.21,188662.76
0,10,CASH_IN,150494.19,162297.92,312792.11,1232369.54,860319.37
0,7,TRANSFER,22525.72,28949.0,6423.28,11170.0,33695.72
0,9,CASH_OUT,371718.9,0.0,0.0,472239.56,843958.46
0,7,PAYMENT,24.75,8530.0,8505.25,0.0,0.0
0,8,CASH_OUT,27684.62,0.0,0.0,696787.82,692434.8
0,10,PAYMENT,14311.59,0.0,0.0,0.0,0.0
0,8,CASH_OUT,241233.18,18102.3,0.0,631745.85,990259.64
0,10,CASH_OUT,161214.79,251917.39,90702.6,1132506.42,1304377.71
0,10,PAYMENT,2225.89,0.0,0.0,0.0,0.0
0,8,PAYMENT,52206.59,3059.35,0.0,0.0,0.0
0,8,CASH_OUT,201324.72,51692.0,0.0,0.0,252977.69
0,10,CASH_OUT,563168.08,56147.0,0.0,0.0,563168.08
0,9,CASH_OUT,171515.95,0.0,0.0,4398726.53,4841106.98
0,8,CASH_IN,60022.46,17719543.81,17779566.27,102933.17,42910.72
0,10,CASH_OUT,543329.62,99859.0,0.0,46106.0,0.0
0,9,PAYMENT,5803.86,90969.0,85165.14,0.0,0.0
0,10,CASH_OUT,355346.19,3317453.78,2962107.59,25322.0,778310.0
0,10,CASH_OUT,127800.54,0.0,0.0,2297867.73,2425668.26
0,9,CASH_OUT,436219.79,0.0,0.0,1505587.25,2611537.27
0,10,PAYMENT,15329.12,103.0,0.0,0.0,0.0
0,9,CASH_OUT,224617.09,234767.62,10150.53,79825.36,213242.81
0,10,TRANSFER,1398140.08,18.0,0.0,0.0,1398140.08
0,9,CASH_IN,64159.52,42049.0,106208.52,0.0,0.0
0,8,PAYMENT,19230.92,0.0,0.0,0.0,0.0
0,10,CASH_IN,29739.26,124754.41,154493.67,83620.37,53881.11
0,8,CASH_OUT,279200.63,0.0,0.0,1434100.02,1713300.65
0,9,CASH_OUT,164774.35,195.0,0.0,1214286.83,2377369.81
0,9,CASH_IN,3013.02,2895084.99,2898098.01,2273945.32,3844621.5
0,9,CASH_IN,226516.3,41043.0,267559.3,6312.1,0.0
0,10,CASH_OUT,43224.99,0.0,0.0,1940766.62,1255720.87
0,10,PAYMENT,6292.64,1659320.5,1653027.86,0.0,0.0
0,9,PAYMENT,15344.65,0.0,0.0,0.0,0.0
0,9,PAYMENT,7386.7,0.0,0.0,0.0,0.0
0,10,TRANSFER,3887312.56,387838.44,0.0,5078107.75,8965420.31
0,8,PAYMENT,9310.27,947674.88,938364.61,0.0,0.0
0,10,PAYMENT,15886.2,21692.0,5805.8,0.0,0.0
0,9,CASH_OUT,46996.09,0.0,0.0,538948.5,417559.84
0,10,CASH_OUT,216491.64,51455.0,0.0,0.0,157186.02
0,8,CASH_OUT,132938.88,6132.0,0.0,224301.85,163013.28
0,7,PAYMENT,2061.86,15090.0,13028.14,0.0,0.0
0,10,PAYMENT,11166.35,23144.0,11977.65,0.0,0.0
0,10,CASH_IN,301435.27,4182291.46,4483726.73,4139900.6,4021813.78
0,7,CASH_IN,162766.71,66968.92,229735.63,444603.94,3438487.71
0,7,TRANSFER,1310262.22,0.0,0.0,4205166.98,7984433.54
0,9,PAYMENT,4927.06,143448.0,138520.94,0.0,0.0
0,9,CASH_IN,591209.0,9636959.75,10228168.74,829315.93,238106.93
0,9,CASH_IN,56327.42,16541939.92,16598267.35,1083271.51,1234792.56
0,7,PAYMENT,2613.41,25288.0,22674.59,0.0,0.0
0,5,CASH_IN,281300.4,6830720.52,7112020.91,18179412.16,16420556.26
0,9,PAYMENT,2241.58,5.0,0.0,0.0,0.0
0,7,TRANSFER,218539.52,6427.0,0.0,0.0,2329693.31
0,10,CASH_IN,180150.96,0.0,180150.96,846056.01,638396.77
0,9,CASH_OUT,273657.47,5342.0,0.0,223088.48,834979.71
0,8,PAYMENT,9758.36,0.0,0.0,0.0,0.0
0,9,CASH_OUT,134789.55,7111.0,0.0,614399.59,931562.99
0,9,CASH_IN,70954.75,689505.67,760460.41,3909614.06,2736502.48
0,10,PAYMENT,7037.9,175293.63,168255.73,0.0,0.0
0,8,TRANSFER,178352.95,0.0,0.0,196948.06,375301.01
0,7,PAYMENT,9023.63,159253.0,150229.37,0.0,0.0
0,8,PAYMENT,15098.22,0.0,0.0,0.0,0.0
0,8,PAYMENT,2773.76,3066.67,292.91,0.0,0.0
0,8,PAYMENT,44063.0,6950.06,0.0,0.0,0.0
0,8,CASH_IN,64963.33,2717112.63,2782075.95,221398.08,1602681.63
0,9,CASH_IN,26331.49,2698986.42,2725317.91,191526.85,95609.73
0,9,PAYMENT,7856.48,363089.69,355233.21,0.0,0.0
0,9,PAYMENT,9550.62,0.0,0.0,0.0,0.0
0,10,TRANSFER,592220.52,0.0,0.0,1329187.16,1921407.67
0,9,CASH_OUT,391222.31,0.0,0.0,1081751.08,1729808.41
0,9,CASH_IN,81026.39,5319546.37,5400572.76,164295.26,279746.02
0,10,PAYMENT,8837.91,5872.0,0.0,0.0,0.0
0,7,PAYMENT,7679.22,665494.0,657814.78,0.0,0.0
0,10,CASH_OUT,277212.09,0.0,0.0,10564464.33,10566719.14
0,9,CASH_OUT,156706.25,0.0,0.0,362146.04,518852.28
0,9,CASH_OUT,411437.68,273112.0,0.0,0.0,411437.68
0,9,PAYMENT,10433.78,472207.41,461773.63,0.0,0.0
0,9,CASH_OUT,249310.05,14984.0,0.0,0.0,190780.91
0,9,PAYMENT,16651.36,20380.0,3728.64,0.0,0.0
0,8,CASH_OUT,148598.56,268648.0,120049.44,83520.21,166122.68
0,8,CASH_OUT,318516.53,0.0,0.0,15198339.21,15487289.9
0,8,CASH_OUT,119292.51,100179.0,0.0,0.0,711123.07
0,10,TRANSFER,307553.22,0.0,0.0,393644.72,1108819.62
0,9,CASH_IN,134296.7,9394543.29,9528839.99,173631.23,39334.53
0,8,PAYMENT,4479.19,0.0,0.0,0.0,0.0
0,10,CASH_OUT,323683.56,0.0,0.0,883722.24,1207405.81
0,9,PAYMENT,22213.36,139862.0,117648.64,0.0,0.0
0,8,PAYMENT,4708.45,0.0,0.0,0.0,0.0
0,6,PAYMENT,1861.63,0.0,0.0,0.0,0.0
0,7,TRANSFER,27494.69,159069.0,131574.31,0.0,27494.69
0,10,CASH_IN,15400.31,426090.49,441490.8,4876.0,9740706.84
0,9,CASH_IN,50695.2,12880.93,63576.13,0.0,0.0
0,9,PAYMENT,24791.58,118505.79,93714.21,0.0,0.0
0,8,PAYMENT,12937.37,134562.54,121625.16,0.0,0.0
0,9,CASH_IN,124555.34,34110.0,158665.34,1251070.39,0.0
0,10,CASH_IN,101147.82,7318070.44,7419218.26,364981.28,9774498.5
0,9,CASH_IN,173436.19,878409.28,1051845.47,9189593.77,9473915.45
0,8,PAYMENT,35323.65,0.0,0.0,0.0,0.0
0,10,CASH_OUT,229100.07,724972.28,495872.21,391620.96,1821868.03
0,9,CASH_OUT,80092.96,0.0,0.0,1632067.88,2153931.55
0,10,CASH_IN,311035.76,637819.33,948855.09,154693.09,0.0
0,10,PAYMENT,16704.36,508121.58,491417.22,0.0,0.0
0,9,CASH_OUT,40761.2,0.0,0.0,57630.15,210432.5
0,9,PAYMENT,11666.2,98759.09,87092.89,0.0,0.0
0,9,PAYMENT,2560.12,31052.0,28491.88,0.0,0.0
0,9,CASH_OUT,388604.25,10702.0,0.0,108569.63,2377369.81
0,9,PAYMENT,11072.06,361.0,0.0,0.0,0.0
0,8,CASH_OUT,66151.42,35706.0,0.0,0.0,66151.42
0,8,PAYMENT,6375.83,6.0,0.0,0.0,0.0
0,8,PAYMENT,6892.78,35017.0,28124.22,0.0,0.0
0,7,PAYMENT,3588.48,445.0,0.0,0.0,0.0
0,10,CASH_OUT,109332.17,0.0,0.0,660855.23,770187.4
0,9,PAYMENT,25959.31,1023778.38,997819.07,0.0,0.0
0,9,CASH_OUT,230373.02,0.0,0.0,2733825.93,2964198.96
0,8,PAYMENT,1744.57,0.0,0.0,0.0,0.0
0,7,CASH_OUT,713465.67,0.0,0.0,5354111.58,5597078.49
0,8,PAYMENT,7818.84,28980.0,21161.16,0.0,0.0
0,5,CASH_IN,260004.65,1250058.17,1510062.82,7801173.17,7129559.36
0,10,CASH_IN,149361.04,9988893.3,10138254.34,163787.11,14426.07
0,9,CASH_OUT,147395.04,0.0,0.0,410283.93,557678.98
0,8,PAYMENT,1354.96,49794.0,48439.04,0.0,0.0
0,8,CASH_IN,55086.86,7207781.37,7262868.24,397864.07,673787.35
0,8,CASH_OUT,327739.84,0.0,0.0,1789970.35,3974762.24
0,9,CASH_IN,175698.6,201942.0,377640.6,2999131.14,2186554.86
0,8,CASH_OUT,43911.7,0.0,0.0,453022.58,248938.13
0,9,CASH_OUT,311068.73,0.0,0.0,1055578.3,1586049.67
0,8,CASH_IN,102943.58,2340692.75,2443636.33,8839913.36,9235911.02
0,9,CASH_OUT,113298.68,121.0,0.0,29388.09,546306.79
0,10,PAYMENT,9515.75,80693.0,71177.25,0.0,0.0
0,10,CASH_OUT,501180.96,101176.0,0.0,197171.46,959356.97
0,10,CASH_IN,363413.29,69084.0,432497.29,738714.53,375301.24
0,9,CASH_IN,5196.36,2779098.36,2784294.72,361506.18,637016.19
0,9,PAYMENT,7778.1,323.0,0.0,0.0,0.0
0,9,PAYMENT,27301.88,1495327.67,1468025.79,0.0,0.0
0,10,PAYMENT,28219.91,36151.38,7931.48,0.0,0.0
0,7,PAYMENT,2679.21,100553.0,97873.79,0.0,0.0
0,8,DEBIT,4895.52,369000.0,364104.48,5741287.45,5739012.22
0,8,PAYMENT,7501.63,106881.25,99379.62,0.0,0.0
0,9,PAYMENT,12545.68,0.0,0.0,0.0,0.0
0,8,CASH_OUT,388785.32,0.0,0.0,18093950.53,18482735.85
0,9,CASH_OUT,211285.38,1304190.94,1092905.56,2995628.28,4085737.89
0,8,CASH_IN,238138.18,48916.0,287054.18,1882581.2,1981093.98
0,9,PAYMENT,9705.2,100874.0,91168.8,0.0,0.0
0,8,TRANSFER,263911.38,0.0,0.0,16387131.45,17356500.26
0,9,CASH_OUT,145206.63,0.0,0.0,542667.38,443907.36
0,8,PAYMENT,2414.7,104618.0,102203.3,0.0,0.0
0,8,CASH_IN,13329.57,7521355.81,7534685.39,32246.27,198577.91
0,10,CASH_OUT,70514.29,109324.18,38809.89,118314.89,146154.71
0,7,TRANSFER,249943.5,0.0,0.0,684156.48,1906158.59
0,8,CASH_IN,170425.13,57834.0,228259.13,0.0,0.0
0,9,TRANSFER,1832582.43,513870.0,0.0,0.0,2237053.79
0,8,PAYMENT,11242.65,102376.0,91133.35,0.0,0.0
0,10,CASH_OUT,8650.85,0.0,0.0,1460986.73,1469637.58
0,8,CASH_OUT,33845.61,118791.0,84945.39,0.0,33845.61
0,9,TRANSFER,1495148.77,0.0,0.0,37250.37,3154952.8
0,7,PAYMENT,1502.27,167574.47,166072.19,0.0,0.0
0,9,PAYMENT,7845.03,219.0,0.0,0.0,0.0
0,9,CASH_IN,410129.82,4307023.13,4717152.96,6866625.47,7212723.74
0,10,CASH_OUT,317727.13,0.0,0.0,471171.99,788899.12
0,9,TRANSFER,242687.6,0.0,0.0,272179.36,514866.96
0,10,CASH_IN,27361.56,2867906.64,2895268.2,217185.97,316851.78
0,10,PAYMENT,17531.58,10078.0,0.0,0.0,0.0
0,9,CASH_OUT,120855.24,0.0,0.0,3083172.31,2949854.66
0,9,CASH_OUT,415234.36,111.0,0.0,0.0,564967.89
0,9,CASH_OUT,287934.86,0.0,0.0,3405350.89,3693285.75
0,10,CASH_OUT,109068.05,0.0,0.0,162574.04,0.0
0,9,TRANSFER,706714.88,0.0,0.0,727493.95,1434208.83
0,9,PAYMENT,758.08,553343.37,552585.28,0.0,0.0
0,10,PAYMENT,8325.7,12088.0,3762.3,0.0,0.0
0,9,CASH_IN,168498.57,7038723.49,7207222.07,1732975.12,2240957.42
0,10,CASH_OUT,181853.96,0.0,0.0,631079.33,1117043.99
0,8,CASH_OUT,81302.73,35002.0,0.0,30993.0,169830.4
0,9,CASH_IN,321177.04,15558106.25,15879283.3,1340129.52,727557.08
0,9,PAYMENT,27203.14,2694658.36,2667455.23,0.0,0.0
0,8,PAYMENT,3382.1,0.0,0.0,0.0,0.0
0,10,PAYMENT,4686.88,0.0,0.0,0.0,0.0
0,9,PAYMENT,359.07,0.0,0.0,0.0,0.0
0,10,CASH_IN,31209.87,579461.36,610671.23,42024.0,10814.13
0,10,CASH_OUT,204226.71,3207736.96,3003510.25,1520095.54,1972052.64
0,10,CASH_OUT,115323.58,0.0,0.0,645448.81,849576.03
0,9,CASH_OUT,307166.78,766435.81,459269.03,4331031.49,4073850.27
0,9,CASH_IN,241316.28,4145024.83,4386341.1,328356.88,334294.75
0,9,CASH_IN,66672.04,5838028.55,5904700.59,149540.16,0.0
0,9,PAYMENT,22859.62,1393997.91,1371138.29,0.0,0.0
0,7,PAYMENT,5805.99,3507.32,0.0,0.0,0.0
0,7,PAYMENT,5802.23,96049.75,90247.52,0.0,0.0
0,8,PAYMENT,1295.56,56232.0,54936.44,0.0,0.0
0,9,PAYMENT,32386.83,1826.0,0.0,0.0,0.0
0,10,CASH_OUT,237147.82,27352.0,0.0,3281182.16,3595381.3
0,10,CASH_OUT,348708.37,0.0,0.0,591264.79,1133087.84
0,10,CASH_OUT,43399.36,11878.0,0.0,0.0,39061.8
0,9,CASH_OUT,234009.43,198.0,0.0,503388.2,292361.69
0,8,PAYMENT,17477.41,0.0,0.0,0.0,0.0
0,9,CASH_OUT,219259.47,0.0,0.0,612953.13,302176.76
0,9,PAYMENT,3460.73,98557.0,95096.27,0.0,0.0
0,10,CASH_OUT,72193.78,0.0,0.0,132430.96,1831657.52
0,10,PAYMENT,18417.36,0.0,0.0,0.0,0.0
0,10,CASH_OUT,77103.99,81.0,0.0,295065.9,372169.89
0,10,CASH_IN,248460.4,2033574.64,2282035.04,536777.14,288316.74
0,10,TRANSFER,1285732.45,0.0,0.0,2144092.16,3429824.61
0,9,CASH_OUT,215229.54,0.0,0.0,319117.94,662749.97
0,10,PAYMENT,4704.27,22172.13,17467.86,0.0,0.0
0,10,CASH_OUT,304877.62,0.0,0.0,376323.7,681201.32
0,9,PAYMENT,17797.14,328.0,0.0,0.0,0.0
0,9,PAYMENT,7182.23,44326.78,37144.54,0.0,0.0
0,8,CASH_IN,71029.97,7233421.68,7304451.64,2379521.55,6023815.62
0,8,CASH_IN,36859.02,2282190.82,2319049.84,67343.84,42910.72
0,1,PAYMENT,5641.56,1809759.18,1804117.61,0.0,0.0
0,10,CASH_IN,244215.29,629230.49,873445.78,844153.0,599937.71
0,9,PAYMENT,2670.9,97508.0,94837.1,0.0,0.0
0,2,CASH_OUT,32969.34,164131.0,131161.66,48615.1,81584.44
0,9,CASH_OUT,120598.46,29561.0,0.0,234780.79,910817.86
0,9,CASH_OUT,157951.66,0.0,0.0,3848916.59,4266987.73
0,9,CASH_IN,382433.11,7406772.05,7789205.16,550536.38,0.0
0,10,CASH_IN,21707.26,11708975.32,11730682.57,23141.14,1433.88
0,8,PAYMENT,1199.56,20155.0,18955.44,0.0,0.0
0,3,PAYMENT,22475.23,10555.0,0.0,0.0,0.0
0,9,CASH_OUT,93879.84,5705.0,0.0,0.0,23302.9
0,8,PAYMENT,3717.58,15592.11,11874.53,0.0,0.0
0,8,PAYMENT,8982.62,0.0,0.0,0.0,0.0
